gocam,sizes
http://model.geneontology.org/623d156d00000673,6
http://model.geneontology.org/61b2b68300000203,6
http://model.geneontology.org/62b4ffe300000067,6
http://model.geneontology.org/R-HSA-2995383,6
http://model.geneontology.org/R-HSA-2173789,6
http://model.geneontology.org/R-HSA-2564830,6
http://model.geneontology.org/R-HSA-425393,6
http://model.geneontology.org/R-HSA-445144,6
http://model.geneontology.org/62b4ffe300000241,6
http://model.geneontology.org/627d95ee00000044,6
http://model.geneontology.org/R-HSA-8856828,6
http://model.geneontology.org/R-HSA-201722,6
http://model.geneontology.org/627d95ee00001242,6
http://model.geneontology.org/R-HSA-380972,6
http://model.geneontology.org/R-HSA-1855184,6
http://model.geneontology.org/5fa76ad400000374,6
http://model.geneontology.org/R-HSA-5654227,6
http://model.geneontology.org/R-HSA-69183,6
http://model.geneontology.org/623d156d00000817,6
http://model.geneontology.org/R-HSA-392517,6
http://model.geneontology.org/R-HSA-2299718,6
http://model.geneontology.org/R-HSA-6787639,6
http://model.geneontology.org/R-HSA-2029481,6
http://model.geneontology.org/R-HSA-8963896,6
http://model.geneontology.org/R-HSA-9758890,6
http://model.geneontology.org/R-HSA-8964208,6
http://model.geneontology.org/R-HSA-193807,6
http://model.geneontology.org/5fb9cc0600000727,6
http://model.geneontology.org/R-HSA-9617629,6
http://model.geneontology.org/622aace900000790,6
http://model.geneontology.org/5f46c3b700003884,6
http://model.geneontology.org/R-HSA-8874081,6
http://model.geneontology.org/R-HSA-5663220,6
http://model.geneontology.org/R-HSA-1971475,6
http://model.geneontology.org/R-HSA-71288,5
http://model.geneontology.org/R-HSA-1483226,5
http://model.geneontology.org/R-HSA-110320,5
http://model.geneontology.org/R-HSA-381753,5
http://model.geneontology.org/R-HSA-192456,5
http://model.geneontology.org/R-HSA-4641262,5
http://model.geneontology.org/R-HSA-9615933,5
http://model.geneontology.org/R-HSA-4570464,5
http://model.geneontology.org/623d156d00000340,5
http://model.geneontology.org/61e0e55600000239,5
http://model.geneontology.org/623d156d00000699,5
http://model.geneontology.org/R-HSA-173599,5
http://model.geneontology.org/R-HSA-1482883,5
http://model.geneontology.org/R-HSA-1170546,5
http://model.geneontology.org/5f46c3b700001031,5
http://model.geneontology.org/R-HSA-162658,5
http://model.geneontology.org/R-HSA-77350,5
http://model.geneontology.org/R-HSA-1236973,5
http://model.geneontology.org/R-HSA-3301854,5
http://model.geneontology.org/R-HSA-209905,5
http://model.geneontology.org/R-HSA-5625900,5
http://model.geneontology.org/5fa76ad400000018,5
http://model.geneontology.org/R-HSA-2142712,5
http://model.geneontology.org/R-HSA-156711,5
http://model.geneontology.org/R-HSA-74713,5
http://model.geneontology.org/5f46c3b700002102,5
http://model.geneontology.org/R-HSA-8847993,5
http://model.geneontology.org/600ced8500002343,5
http://model.geneontology.org/5fa76ad400000265,5
http://model.geneontology.org/R-HSA-9758881,5
http://model.geneontology.org/R-HSA-110314,5
http://model.geneontology.org/R-HSA-6796648,5
http://model.geneontology.org/R-HSA-9018676,5
http://model.geneontology.org/R-HSA-8878166,5
http://model.geneontology.org/R-HSA-6804759,5
http://model.geneontology.org/R-HSA-429958,5
http://model.geneontology.org/R-HSA-6807062,5
http://model.geneontology.org/R-HSA-202427,5
http://model.geneontology.org/5fa76ad400000110,5
http://model.geneontology.org/61f34dd300000863,5
http://model.geneontology.org/R-HSA-70370,5
http://model.geneontology.org/R-HSA-9032500,5
http://model.geneontology.org/626b20c100001212,5
http://model.geneontology.org/62b4ffe300000418,5
http://model.geneontology.org/R-HSA-194002,5
http://model.geneontology.org/R-HSA-180292,5
http://model.geneontology.org/R-HSA-5656121,5
