,identifier
3990,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3632863
3991,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5223295
3992,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-170160
3993,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2993899
3994,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4419925
3995,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444011
3996,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351969
3997,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2901780
3998,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351960
3999,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352020
4000,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352058
4001,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352060
4002,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-374939
4003,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-375471
4004,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-375483
4005,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-379482
4006,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-380618
4007,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444009
4008,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444088
4009,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444137
4010,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444147
4011,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1268261
4012,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9619866
4013,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9619954
4014,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109848
4015,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-392141
4016,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419294
4017,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-377592
4018,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109853
4019,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446847
4020,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446849
4021,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-555063
4022,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980842
4023,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-199994
4024,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114534
4025,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064
4026,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428935
4027,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-432116
4028,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8948036
4029,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614636
4030,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372848
4031,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1625212
4032,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012720
4033,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614521
4034,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614531
4035,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614651
4036,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9014529
4037,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064
4038,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-199994
4039,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980842
4040,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215984
4041,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391837
4042,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2901780
4043,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-374939
4044,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209895
4045,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372544
4046,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141332
4047,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-374911
4048,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437099
4049,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437104
4050,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437105
4051,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437106
4052,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1428499
4053,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960
4054,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-265156
4055,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974
4056,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-387383
4057,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3878118
4058,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4084703
4059,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9023198
4060,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400011
4061,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400013
4062,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400420
4063,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9632658
4064,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-51645
4065,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429962
4066,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429937
4067,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429835
4068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429886
4069,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381264
4070,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-431761
4071,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429962
4072,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429886
4073,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429935
4074,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429988
4075,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694064
4076,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429962
4077,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429886
4078,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429864
4079,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8941311
4080,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202152
4081,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-203820
4082,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5600681
4083,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2106605
4084,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-203820
4085,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-847721
4086,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-203817
4087,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209660
4088,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209680
4089,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5578737
4090,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-167679
4091,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960
4092,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990868
4093,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974
4094,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422050
4095,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422074
4096,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428935
4097,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111860
4098,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109853
4099,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179837
4100,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-65043
4101,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179842
4102,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216195
4103,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216075
4104,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174383
4105,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-427969
4106,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-936481
4107,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174383
4108,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351206
4109,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351212
4110,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351223
4111,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70689
4112,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141640
4113,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-350870
4114,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444452
4115,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3640837
4116,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429572
4117,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-433091
4118,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444114
4119,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446605
4120,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1810408
4121,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215971
4122,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6797632
4123,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960
4124,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974
4125,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400517
4126,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400527
4127,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422438
4128,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139830
4129,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264471
4130,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114534
4131,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428935
4132,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-432116
4133,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391956
4134,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391959
4135,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928564
4136,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419709
4137,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928474
4138,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201621
4139,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928486
4140,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3006505
4141,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928409
4142,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928461
4143,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-186833
4144,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928372
4145,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928511
4146,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928541
4147,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9028348
4148,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928372
4149,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3008951
4150,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-195118
4151,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419603
4152,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391834
4153,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-430346
4154,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-442619
4155,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-418805
4156,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928484
4157,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928486
4158,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157237
4159,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928502
4160,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157343
4161,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928513
4162,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928532
4163,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390765
4164,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-399836
4165,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-399816
4166,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419630
4167,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390566
4168,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-399809
4169,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200917
4170,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2997551
4171,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-396937
4172,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-548936
4173,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-193426
4174,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390293
4175,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390296
4176,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787808
4177,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809215
4178,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809219
4179,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960
4180,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974
4181,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400517
4182,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400527
4183,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389557
4184,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389559
4185,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390344
4186,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-192146
4187,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-192348
4188,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389999
4189,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389905
4190,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-193426
4191,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390293
4192,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390296
4193,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390238
4194,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389579
4195,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848531
4196,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928441
4197,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928486
4198,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928564
4199,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389579
4200,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389557
4201,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389616
4202,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389634
4203,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389642
4204,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809578
4205,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6811623
4206,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-377592
4207,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-392485
4208,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-392841
4209,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201621
4210,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210625
4211,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-432180
4212,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2291936
4213,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-382579
4214,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389999
4215,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390232
4216,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-390238
4217,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400155
4218,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5690077
4219,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786710
4220,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809799
4221,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202308
4222,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389744
4223,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389743
4224,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-196206
4225,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064
4226,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202308
4227,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202368
4228,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202266
4229,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8852205
4230,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-380900
4231,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9712194
4232,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-379051
4233,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9712184
4234,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451336
4235,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3000318
4236,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5678267
4237,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8866527
4238,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1454912
4239,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1457539
4240,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1467470
4241,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-383188
4242,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400167
4243,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5223347
4244,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819
4245,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444015
4246,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141332
4247,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141326
4248,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444015
4249,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141332
4250,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71721
4251,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381078
4252,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381200
4253,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8952276
4254,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-156786
4255,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-158770
4256,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990872
4257,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990877
4258,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381470
4259,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381483
4260,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381108
4261,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381131
4262,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198683
4263,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-377592
4264,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847
4265,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200917
4266,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198701
4267,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198703
4268,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201621
4269,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-388755
4270,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3322366
4271,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3769360
4272,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1183219
4273,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3451129
4274,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064
4275,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-508496
4276,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2065414
4277,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022352
4278,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2065391
4279,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022344
4280,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022345
4281,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022357
4282,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2022361
4283,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990850
4284,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990877
4285,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3229246
4286,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693667
4287,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-708327
4288,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8852197
4289,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9727395
4290,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8981533
4291,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5324660
