gocam,sizes
http://model.geneontology.org/R-HSA-140837,17
http://model.geneontology.org/R-HSA-1483226,17
http://model.geneontology.org/R-HSA-888590,17
http://model.geneontology.org/R-HSA-111931,17
http://model.geneontology.org/R-HSA-2132295,17
http://model.geneontology.org/5e72450500004237,17
http://model.geneontology.org/R-HSA-4641263,17
http://model.geneontology.org/R-HSA-179409,17
http://model.geneontology.org/R-HSA-446193,17
http://model.geneontology.org/R-HSA-451307,17
http://model.geneontology.org/R-HSA-211976,17
http://model.geneontology.org/R-HSA-156581,16
http://model.geneontology.org/R-HSA-389661,16
http://model.geneontology.org/R-HSA-2022377,16
http://model.geneontology.org/R-HSA-8847993,16
http://model.geneontology.org/R-HSA-9031628,16
http://model.geneontology.org/R-HSA-442720,16
http://model.geneontology.org/R-HSA-139853,16
http://model.geneontology.org/R-HSA-3928665,16
http://model.geneontology.org/R-HSA-9013406,16
http://model.geneontology.org/R-HSA-1251932,16
http://model.geneontology.org/R-HSA-2453902,16
http://model.geneontology.org/R-HSA-9009391,15
http://model.geneontology.org/61e0e55600001225,15
http://model.geneontology.org/R-HSA-5601884,15
http://model.geneontology.org/R-HSA-5654228,15
http://model.geneontology.org/R-HSA-6807878,15
http://model.geneontology.org/R-HSA-189483,15
http://model.geneontology.org/R-HSA-211979,15
http://model.geneontology.org/R-HSA-6785631,15
http://model.geneontology.org/R-HSA-4419969,15
http://model.geneontology.org/R-HSA-196807,15
http://model.geneontology.org/R-HSA-189451,15
http://model.geneontology.org/R-HSA-1483148,15
http://model.geneontology.org/R-HSA-196299,15
http://model.geneontology.org/R-HSA-9013409,15
http://model.geneontology.org/R-HSA-2151201,14
http://model.geneontology.org/R-HSA-5357905,14
http://model.geneontology.org/R-HSA-5654227,14
http://model.geneontology.org/R-HSA-9013405,14
http://model.geneontology.org/R-HSA-901032,14
http://model.geneontology.org/R-HSA-75105,14
http://model.geneontology.org/R-HSA-73817,14
http://model.geneontology.org/R-HSA-727802,14
http://model.geneontology.org/R-HSA-174403,14
http://model.geneontology.org/R-HSA-111957,14
http://model.geneontology.org/R-HSA-193775,14
http://model.geneontology.org/R-HSA-2173795,14
http://model.geneontology.org/R-HSA-71240,14
http://model.geneontology.org/R-HSA-2122948,14
http://model.geneontology.org/R-HSA-9705462,14
http://model.geneontology.org/R-HSA-5362517,14
http://model.geneontology.org/R-HSA-190375,14
http://model.geneontology.org/R-HSA-389513,14
http://model.geneontology.org/R-HSA-1660514,14
http://model.geneontology.org/R-HSA-9748787,13
http://model.geneontology.org/R-HSA-977225,13
http://model.geneontology.org/R-HSA-9035034,13
http://model.geneontology.org/R-HSA-190372,13
http://model.geneontology.org/R-HSA-2559585,13
http://model.geneontology.org/R-HSA-2179392,13
http://model.geneontology.org/R-HSA-2046106,13
http://model.geneontology.org/R-HSA-9717207,13
http://model.geneontology.org/R-HSA-5663213,13
http://model.geneontology.org/R-HSA-190322,13
http://model.geneontology.org/5fce9b7300000434,13
http://model.geneontology.org/R-HSA-5689896,13
http://model.geneontology.org/R-HSA-2022090,13
http://model.geneontology.org/R-HSA-73621,13
http://model.geneontology.org/R-HSA-512988,13
http://model.geneontology.org/R-HSA-8963693,13
http://model.geneontology.org/R-HSA-674695,13
http://model.geneontology.org/R-HSA-69473,13
http://model.geneontology.org/R-HSA-8949215,13
http://model.geneontology.org/R-HSA-432142,13
http://model.geneontology.org/R-HSA-389359,13
http://model.geneontology.org/R-HSA-418457,13
http://model.geneontology.org/R-HSA-9634600,13
http://model.geneontology.org/R-HSA-2565942,13
http://model.geneontology.org/R-HSA-428643,13
http://model.geneontology.org/R-HSA-977444,13
http://model.geneontology.org/R-HSA-71064,13
http://model.geneontology.org/R-HSA-73776,13
http://model.geneontology.org/R-HSA-6809371,13
http://model.geneontology.org/R-HSA-171319,13
http://model.geneontology.org/R-HSA-1483115,13
http://model.geneontology.org/R-HSA-70635,13
http://model.geneontology.org/R-HSA-420499,13
http://model.geneontology.org/R-HSA-1250347,13
http://model.geneontology.org/R-HSA-381426,13
http://model.geneontology.org/R-HSA-425366,13
http://model.geneontology.org/R-HSA-77075,13
http://model.geneontology.org/R-HSA-5696397,12
http://model.geneontology.org/60897d8500000494,12
http://model.geneontology.org/R-HSA-6790901,12
http://model.geneontology.org/R-HSA-2424491,12
http://model.geneontology.org/R-HSA-70221,12
http://model.geneontology.org/R-HSA-6804760,12
http://model.geneontology.org/R-HSA-199220,12
http://model.geneontology.org/R-HSA-9648002,12
http://model.geneontology.org/R-HSA-6782210,12
http://model.geneontology.org/R-HSA-171007,12
http://model.geneontology.org/R-HSA-8983432,12
http://model.geneontology.org/R-HSA-5651801,12
http://model.geneontology.org/R-HSA-997272,12
http://model.geneontology.org/R-HSA-168927,12
http://model.geneontology.org/R-HSA-200425,12
http://model.geneontology.org/R-HSA-1296041,12
http://model.geneontology.org/R-HSA-9013973,12
http://model.geneontology.org/R-HSA-189085,12
http://model.geneontology.org/R-HSA-163560,12
http://model.geneontology.org/R-HSA-3108214,12
http://model.geneontology.org/R-HSA-71384,12
http://model.geneontology.org/R-HSA-532668,12
http://model.geneontology.org/R-HSA-9670095,12
http://model.geneontology.org/R-HSA-937041,12
http://model.geneontology.org/R-HSA-1483152,12
http://model.geneontology.org/6246724f00001700,12
http://model.geneontology.org/R-HSA-6798163,11
http://model.geneontology.org/R-HSA-162710,11
http://model.geneontology.org/R-HSA-5693571,11
http://model.geneontology.org/R-HSA-111448,11
http://model.geneontology.org/R-HSA-8866652,11
http://model.geneontology.org/R-HSA-190373,11
http://model.geneontology.org/R-HSA-416476,11
http://model.geneontology.org/R-HSA-1614635,11
http://model.geneontology.org/R-HSA-9730628,11
http://model.geneontology.org/R-HSA-159418,11
http://model.geneontology.org/R-HSA-193807,11
http://model.geneontology.org/R-HSA-205043,11
http://model.geneontology.org/R-HSA-164378,11
http://model.geneontology.org/R-HSA-389887,11
http://model.geneontology.org/R-HSA-5621575,11
http://model.geneontology.org/R-HSA-203615,11
http://model.geneontology.org/R-HSA-390247,11
http://model.geneontology.org/R-HSA-9027276,11
http://model.geneontology.org/R-HSA-437239,11
http://model.geneontology.org/R-HSA-879518,11
http://model.geneontology.org/R-HSA-4641262,11
http://model.geneontology.org/R-HSA-936964,11
http://model.geneontology.org/R-HSA-375276,11
http://model.geneontology.org/R-HSA-399955,11
http://model.geneontology.org/R-HSA-163615,11
http://model.geneontology.org/R-HSA-380972,10
http://model.geneontology.org/R-HSA-422085,10
http://model.geneontology.org/R-HSA-425410,10
http://model.geneontology.org/623d156d00000029,10
http://model.geneontology.org/R-HSA-375165,10
http://model.geneontology.org/R-HSA-5620971,10
http://model.geneontology.org/R-HSA-9662360,10
http://model.geneontology.org/R-HSA-5685939,10
http://model.geneontology.org/R-HSA-8856828,10
http://model.geneontology.org/60e7989d00000165,10
http://model.geneontology.org/R-HSA-170660,10
http://model.geneontology.org/R-HSA-3899300,10
http://model.geneontology.org/R-HSA-2142816,10
http://model.geneontology.org/R-HSA-112409,10
http://model.geneontology.org/R-HSA-8941413,10
http://model.geneontology.org/R-HSA-71288,10
http://model.geneontology.org/6205c24300000330,10
http://model.geneontology.org/613aae0000000061,10
http://model.geneontology.org/R-HSA-6803204,10
http://model.geneontology.org/R-HSA-9639288,10
http://model.geneontology.org/R-HSA-75205,10
http://model.geneontology.org/R-HSA-1483101,10
http://model.geneontology.org/R-HSA-2299718,10
http://model.geneontology.org/R-HSA-1266695,10
http://model.geneontology.org/5745387b00001516,10
http://model.geneontology.org/R-HSA-176187,10
http://model.geneontology.org/R-HSA-168638,10
http://model.geneontology.org/R-HSA-9013507,10
http://model.geneontology.org/R-HSA-1445148,10
http://model.geneontology.org/R-HSA-2243919,10
http://model.geneontology.org/627d95ee00000275,10
http://model.geneontology.org/R-HSA-1855184,10
http://model.geneontology.org/R-HSA-1855167,10
http://model.geneontology.org/R-HSA-399997,10
http://model.geneontology.org/R-HSA-2022923,10
http://model.geneontology.org/R-HSA-5683826,10
http://model.geneontology.org/R-HSA-196783,10
http://model.geneontology.org/R-HSA-193144,9
http://model.geneontology.org/R-HSA-70921,9
http://model.geneontology.org/R-HSA-196791,9
http://model.geneontology.org/R-HSA-9020933,9
http://model.geneontology.org/R-HSA-4551638,9
http://model.geneontology.org/R-HSA-2408508,9
http://model.geneontology.org/R-HSA-110329,9
http://model.geneontology.org/6205c24300000880,9
http://model.geneontology.org/R-HSA-5675482,9
http://model.geneontology.org/R-HSA-1660517,9
http://model.geneontology.org/R-HSA-446210,9
http://model.geneontology.org/R-HSA-450341,9
http://model.geneontology.org/R-HSA-9022692,9
http://model.geneontology.org/R-HSA-1912420,9
http://model.geneontology.org/R-HSA-4090294,9
http://model.geneontology.org/59cc772c00000000,9
http://model.geneontology.org/R-HSA-186763,9
http://model.geneontology.org/626b20c100000185,9
http://model.geneontology.org/R-HSA-6811555,9
http://model.geneontology.org/R-HSA-182971,9
http://model.geneontology.org/R-HSA-6811438,9
http://model.geneontology.org/R-HSA-2024096,9
http://model.geneontology.org/R-HSA-425393,9
http://model.geneontology.org/R-HSA-174411,9
http://model.geneontology.org/R-HSA-3232118,9
http://model.geneontology.org/R-HSA-8984722,9
http://model.geneontology.org/R-HSA-140875,9
http://model.geneontology.org/R-HSA-3214858,9
http://model.geneontology.org/R-HSA-2142789,9
http://model.geneontology.org/R-HSA-977347,9
http://model.geneontology.org/R-HSA-354192,9
http://model.geneontology.org/R-HSA-434316,9
http://model.geneontology.org/R-HSA-9020558,9
http://model.geneontology.org/60ad85f700003015,9
http://model.geneontology.org/R-HSA-2173796,9
http://model.geneontology.org/R-HSA-9759218,8
http://model.geneontology.org/R-HSA-8849471,8
http://model.geneontology.org/R-HSA-982772,8
http://model.geneontology.org/R-HSA-72187,8
http://model.geneontology.org/R-HSA-77352,8
http://model.geneontology.org/R-HSA-1295596,8
http://model.geneontology.org/R-HSA-8850843,8
http://model.geneontology.org/626b20c100000025,8
http://model.geneontology.org/R-HSA-1971475,8
http://model.geneontology.org/R-HSA-977068,8
http://model.geneontology.org/R-HSA-77111,8
http://model.geneontology.org/R-HSA-75035,8
http://model.geneontology.org/627d95ee00000472,8
http://model.geneontology.org/R-HSA-1170546,8
http://model.geneontology.org/R-HSA-1483171,8
http://model.geneontology.org/R-HSA-1482798,8
http://model.geneontology.org/R-HSA-74749,8
http://model.geneontology.org/R-HSA-2142688,8
http://model.geneontology.org/R-HSA-139915,8
http://model.geneontology.org/R-HSA-110362,8
http://model.geneontology.org/R-HSA-6787450,8
http://model.geneontology.org/R-HSA-110357,8
http://model.geneontology.org/6258b8f300000188,8
http://model.geneontology.org/60d5209a00001406,8
http://model.geneontology.org/R-HSA-3928663,8
http://model.geneontology.org/R-HSA-975578,8
http://model.geneontology.org/5f46c3b700003802,8
http://model.geneontology.org/R-HSA-5205685,8
http://model.geneontology.org/5fadbcf000000480,8
http://model.geneontology.org/R-HSA-1614517,8
http://model.geneontology.org/R-HSA-2173788,8
http://model.geneontology.org/R-HSA-194002,8
http://model.geneontology.org/R-HSA-196836,8
http://model.geneontology.org/R-HSA-201688,8
http://model.geneontology.org/R-HSA-3232142,8
http://model.geneontology.org/62900b6400002552,8
http://model.geneontology.org/5ce58dde00001215,8
http://model.geneontology.org/R-HSA-170968,8
http://model.geneontology.org/5fadbcf000002236,8
http://model.geneontology.org/R-HSA-8963896,8
http://model.geneontology.org/R-HSA-442729,8
http://model.geneontology.org/R-HSA-1614558,8
http://model.geneontology.org/R-HSA-193048,8
http://model.geneontology.org/6205c24300001663,8
http://model.geneontology.org/R-HSA-1237112,8
http://model.geneontology.org/R-HSA-163358,8
http://model.geneontology.org/R-HSA-2485179,8
http://model.geneontology.org/R-HSA-1660510,8
http://model.geneontology.org/617b481400000460,8
http://model.geneontology.org/R-HSA-201722,8
http://model.geneontology.org/R-HSA-9758881,8
http://model.geneontology.org/R-HSA-174414,8
http://model.geneontology.org/R-HSA-9662361,8
http://model.geneontology.org/R-HSA-2142670,8
http://model.geneontology.org/R-HSA-2046105,8
http://model.geneontology.org/5fadbcf000000942,8
http://model.geneontology.org/R-HSA-177128,8
http://model.geneontology.org/R-HSA-162658,7
http://model.geneontology.org/R-HSA-381771,7
http://model.geneontology.org/R-HSA-2995383,7
http://model.geneontology.org/R-HSA-204174,7
http://model.geneontology.org/R-HSA-2142712,7
http://model.geneontology.org/R-HSA-211916,7
http://model.geneontology.org/R-HSA-2142700,7
http://model.geneontology.org/R-HSA-392154,7
http://model.geneontology.org/R-HSA-444257,7
http://model.geneontology.org/R-HSA-445144,7
http://model.geneontology.org/R-HSA-446199,7
http://model.geneontology.org/R-HSA-418592,7
http://model.geneontology.org/R-HSA-5685938,7
http://model.geneontology.org/R-HSA-400511,7
http://model.geneontology.org/R-HSA-2160916,7
http://model.geneontology.org/R-HSA-6803207,7
http://model.geneontology.org/R-HSA-176974,7
http://model.geneontology.org/R-HSA-6814848,7
http://model.geneontology.org/R-HSA-6811436,7
http://model.geneontology.org/R-HSA-186797,7
http://model.geneontology.org/R-HSA-3301854,7
http://model.geneontology.org/R-HSA-5358565,7
http://model.geneontology.org/R-HSA-190377,7
http://model.geneontology.org/R-HSA-192456,7
http://model.geneontology.org/R-HSA-5358606,7
http://model.geneontology.org/R-HSA-163841,7
http://model.geneontology.org/R-HSA-6782135,7
http://model.geneontology.org/R-HSA-193692,7
http://model.geneontology.org/R-HSA-2979096,7
http://model.geneontology.org/R-HSA-196843,7
http://model.geneontology.org/R-HSA-1482883,7
http://model.geneontology.org/R-HSA-1855229,7
http://model.geneontology.org/R-HSA-5684264,7
http://model.geneontology.org/R-HSA-202040,7
http://model.geneontology.org/R-HSA-389599,7
http://model.geneontology.org/R-HSA-2024101,7
http://model.geneontology.org/R-HSA-190371,7
http://model.geneontology.org/627d95ee00000024,7
http://model.geneontology.org/5f46c3b700002685,7
